chr;x;y
chr1;1;3.7044127857656
chr1;977360.855;-4.6265877197222
chr1;1954720.71;0.802469595875322
chr1;2932080.565;-1.48929277806985
chr1;3909440.42;-4.5961653558101
chr1;4886800.275;9.19140883646281
chr1;5864160.13;-4.15581372993174
chr1;6841519.985;11.6614044093983
chr1;7818879.84;-2.08628598484582
chr1;8796239.695;-2.93700342929573
chr1;9773599.55;3.21685874006458
chr1;10750959.405;4.89042463556688
chr1;11728319.26;2.80604075258492
chr1;12705679.115;8.8202810207168
chr1;13683038.97;-1.88268803647875
chr1;14660398.825;1.04849481126569
chr1;15637758.68;-3.3829328969511
chr1;16615118.535;6.28248962522781
chr1;17592478.39;3.78185132626665
chr1;18569838.245;0.551156740020545
chr1;19547198.1;-3.57376197312277
chr1;20524557.955;5.90286471657958
chr1;21501917.81;-4.5209338497805
chr1;22479277.665;-4.05064882511415
chr1;23456637.52;7.97109567137985
chr1;24433997.375;-7.04828934458513
chr1;25411357.23;3.85190765081934
chr1;26388717.085;9.62638435782166
chr1;27366076.94;-9.32776873973242
chr1;28343436.795;4.38991704101725
chr1;29320796.65;-11.2488905474757
chr1;30298156.505;-0.224868047798814
chr1;31275516.36;3.29995844443721
chr1;32252876.215;-3.31319659432865
chr1;33230236.07;-2.27895440905525
chr1;34207595.925;2.62361025747968
chr1;35184955.78;0.940307818795153
chr1;36162315.635;4.51625621405411
chr1;37139675.49;-4.8374651532808
chr1;38117035.345;0.819271768030205
chr1;39094395.2;4.33535917973475
chr1;40071755.055;14.34551894397
chr1;41049114.91;0.335934382945491
chr1;42026474.765;6.72514512501871
chr1;43003834.62;3.6426139242013
chr1;43981194.475;4.00735698340176
chr1;44958554.33;4.57535320605689
chr1;45935914.185;0.556531331355659
chr1;46913274.04;4.92460488664706
chr1;47890633.895;4.58232682978614
chr1;48867993.75;0.306558255456996
chr1;49845353.605;2.78957568259445
chr1;50822713.46;0.00719926239469926
chr1;51800073.315;-4.94547785360155
chr1;52777433.1699999;-5.62072161006364
chr1;53754793.0249999;-2.55879686094378
chr1;54732152.8799999;-0.114644764586303
chr1;55709512.7349999;8.88786931291747
chr1;56686872.5899999;4.1766399239752
chr1;57664232.4449999;-5.16219278233027
chr1;58641592.2999999;6.50335369319993
chr1;59618952.1549999;-6.05601858115923
chr1;60596312.0099999;-2.94065813307315
chr1;61573671.8649999;-1.78117483005588
chr1;62551031.7199999;4.13214160637292
chr1;63528391.5749999;-0.772037998190116
chr1;64505751.4299999;-2.37326084429428
chr1;65483111.2849999;0.710073236939083
chr1;66460471.1399999;-16.1709423403417
chr1;67437830.9949999;4.8058777687023
chr1;68415190.8499999;0.237435206663216
chr1;69392550.7049999;-2.03804262988051
chr1;70369910.5599999;1.04859743632122
chr1;71347270.4149999;4.31610993290956
chr1;72324630.2699999;8.65548760551013
chr1;73301990.1249999;4.68026429329506
chr1;74279349.9799999;-0.642898568693918
chr1;75256709.8349999;-0.221139040869192
chr1;76234069.6899999;-7.47799291611669
chr1;77211429.5449999;2.03101883236271
chr1;78188789.3999999;-0.544199221252216
chr1;79166149.255;11.3955273031553
chr1;80143509.11;0.989403099526861
chr1;81120868.965;4.06195622810264
chr1;82098228.82;6.25869867053704
chr1;83075588.675;4.13070194966436
chr1;84052948.53;-3.09225488772026
chr1;85030308.385;-4.53578299859241
chr1;86007668.24;2.06916139985436
chr1;86985028.095;-9.22428032346641
chr1;87962387.95;1.8154349536738
chr1;88939747.805;-0.840935554985749
chr1;89917107.66;4.87947377065179
chr1;90894467.515;-6.01541720539772
chr1;91871827.37;2.44726478795065
chr1;92849187.225;3.1317457829243
chr1;93826547.08;-0.4945019819286
chr1;94803906.935;-2.39975554330176
chr1;95781266.79;1.64808269200016
chr1;96758626.645;-9.69086338038916
chr1;97735986.5;0.984745399828968
chr1;98713346.355;-0.818834631156525
chr1;99690706.21;-4.96392499153672
chr1;100668066.065;-10.9649191012167
chr1;101645425.92;3.9798621916336
chr1;102622785.775;1.30524891387659
chr1;103600145.63;4.62792896767746
chr1;104577505.485;2.73407971610633
chr1;105554865.34;4.77927172875869
chr1;106532225.195;0.00200870432847999
chr1;107509585.05;12.8628254797611
chr1;108486944.905;-4.41127261324677
chr1;109464304.76;0.726778798323727
chr1;110441664.615;5.55129677789513
chr1;111419024.47;-4.73382300255614
chr1;112396384.325;-3.97230074777969
chr1;113373744.18;4.82094576765281
chr1;114351104.035;-5.40416898706358
chr1;115328463.89;-5.09504933542241
chr1;116305823.745;-4.20702441621858
chr1;117283183.6;-2.00143970553613
chr1;118260543.455;-8.55910170393534
chr1;119237903.31;8.72928351369604
chr1;120215263.165;6.92568155892394
chr1;121192623.02;-3.84868935572377
chr1;122169982.875;9.78922802052947
chr1;123147342.73;3.79225726789041
chr1;124124702.585;7.38099724459586
chr1;125102062.44;3.97691835304911
chr1;126079422.295;-3.96187794534216
chr1;127056782.15;-1.81794772120662
chr1;128034142.005;-1.74892426804898
chr1;129011501.86;1.99997607136212
chr1;129988861.715;5.560293525818
chr1;130966221.57;2.49844638244989
chr1;131943581.425;-7.60543164215733
chr1;132920941.28;2.88003023634534
chr1;133898301.135;-0.82985289372879
chr1;134875660.99;4.9395906521981
chr1;135853020.845;6.81887347709049
chr1;136830380.7;-5.2214544695466
chr1;137807740.555;2.75615221079941
chr1;138785100.41;-2.54988511081116
chr1;139762460.265;1.49058899586194
chr1;140739820.12;-0.853165414391686
chr1;141717179.975;4.19083197159147
chr1;142694539.83;-3.88242545727762
chr1;143671899.685;2.11680350131215
chr1;144649259.54;1.87327232862149
chr1;145626619.395;3.04362735834398
chr1;146603979.25;6.06202321996954
chr1;147581339.105;0.23362125468126
chr1;148558698.96;1.17125319206423
chr1;149536058.815;3.63187916378998
chr1;150513418.67;2.22318424470208
chr1;151490778.525;-0.449433649362218
chr1;152468138.38;5.85668675542826
chr1;153445498.235;4.26759965886887
chr1;154422858.09;0.769452111234601
chr1;155400217.945;-5.73598790844385
chr1;156377577.8;4.25189890146675
chr1;157354937.655;1.01582884983228
chr1;158332297.51;-2.15223888448045
chr1;159309657.365;6.05252058214008
chr1;160287017.22;6.08611046360803
chr1;161264377.075;6.77163505702213
chr1;162241736.93;-4.18718134071302
chr1;163219096.785;0.528847691828588
chr1;164196456.64;8.67438730136083
chr1;165173816.495;-1.63550194334669
chr1;166151176.35;4.16619582168546
chr1;167128536.205;6.58951853298418
chr1;168105896.06;0.199342074290824
chr1;169083255.915;1.13539784983102
chr1;170060615.77;-0.168052184218092
chr1;171037975.625;1.46524115835119
chr1;172015335.48;2.49260770764832
chr1;172992695.335;-1.87894207213523
chr1;173970055.19;4.38552433352615
chr1;174947415.045;5.53839868393033
chr1;175924774.9;5.64112435029834
chr1;176902134.755;3.62546224249576
chr1;177879494.61;3.58486975203883
chr1;178856854.465;0.9617606805646
chr1;179834214.32;0.317206357097449
chr1;180811574.175;13.933365986459
chr1;181788934.03;3.08190060339687
chr1;182766293.885;3.95862250582359
chr1;183743653.74;-3.90461322428243
chr1;184721013.595;13.3574073636838
chr1;185698373.45;-4.80174591615595
chr1;186675733.305;-1.3370338697651
chr1;187653093.16;-1.29876280631427
chr1;188630453.015;12.458367227526
chr1;189607812.87;4.74469043587429
chr1;190585172.725;-7.91468763181997
chr1;191562532.58;-8.53102837543839
chr1;192539892.435;-6.22426741886148
chr1;193517252.29;-5.75325051785557
chr1;194494612.145;7.4128732408698
chr2;1;11.0397672835732
chr2;910567.12;4.26635636006707
chr2;1821133.24;-4.30747273583474
chr2;2731699.36;-5.26722101368811
chr2;3642265.48;-2.35300924006418
chr2;4552831.6;-1.08352438287932
chr2;5463397.72;-6.28560503776261
chr2;6373963.84;11.2147415909712
chr2;7284529.96;2.97174058940123
chr2;8195096.08;5.94115834994654
chr2;9105662.2;-1.43458435362257
chr2;10016228.32;-4.11915871822472
chr2;10926794.44;5.32474781345485
chr2;11837360.56;3.43076900118798
chr2;12747926.68;-0.627195324699771
chr2;13658492.8;2.84840872618428
chr2;14569058.92;4.80184731860215
chr2;15479625.04;-5.26591809893101
chr2;16390191.16;-11.5919417473695
chr2;17300757.28;0.777121829573251
chr2;18211323.4;0.4719280555372
chr2;19121889.52;3.10794768429475
chr2;20032455.64;8.21001078704472
chr2;20943021.76;-0.17394168072453
chr2;21853587.88;15.2313595824594
