chr;x0;x1;y1
chr1;1;19547198.1;5.54233605957124
chr1;19547198.1;39094395.2;3.69980636062101
chr1;39094395.2;58641592.3;7.13916089201812
chr1;58641592.3;78188789.4;3.43600676616188
chr1;78188789.4;97735986.5;6.7720966684632
chr1;97735986.5;117283183.6;7.5645232770592
chr1;117283183.6;136830380.7;5.73241613593418
chr1;136830380.7;156377577.8;5.64901861755643
chr1;156377577.8;175924774.9;8.63652258678339
chr1;175924774.9;195471972;4.48907335633412
chr2;1;18211323.4;2.69985009357333
chr2;18211323.4;36422645.8;1.76828333765734
chr2;36422645.8;54633968.2;4.788665916631
chr2;54633968.2;72845290.6;5.23415177366696
chr2;72845290.6;91056613;5.45458635482937
chr2;91056613;109267935.4;0.63192563324701
chr2;109267935.4;127479257.8;5.80392702624667
chr2;127479257.8;145690580.2;0.886643172847107
chr2;145690580.2;163901902.6;5.4752151902765
chr2;163901902.6;182113225;8.09024325977079
chr3;1;16003969;1.56442376619671
chr3;16003969;32007937;8.27098409354221
chr3;32007937;48011905;5.41825965866446
chr3;48011905;64015873;6.60506967518013
chr3;64015873;80019841;0.00381161954719573
chr3;80019841;96023809;3.02109210938215
chr3;96023809;112027777;3.24386613531969
chr3;112027777;128031745;8.63281433901284
chr3;128031745;144035713;6.43893460175022
chr3;144035713;160039681;0.386569654592313
chr4;1;15650812.6;3.56296480321325
chr4;15650812.6;31301624.2;0.175220794673078
chr4;31301624.2;46952435.8;0.463118132413365
chr4;46952435.8;62603247.4;2.03744554761797
chr4;62603247.4;78254059;3.26921283944976
chr4;78254059;93904870.6;5.51598261902109
chr4;93904870.6;109555682.2;3.24903129476588
chr4;109555682.2;125206493.8;3.20483276650775
chr4;125206493.8;140857305.4;5.0337686595507
chr4;140857305.4;156508117;0.240413733338937
chr5;1;15183469.4;4.07589289722964
chr5;15183469.4;30366937.8;3.98652846626937
chr5;30366937.8;45550406.2;5.47798552836757
chr5;45550406.2;60733874.6;0.475569821172394
chr5;60733874.6;75917343;1.0373995736707
chr5;75917343;91100811.4;8.49650690085255
chr5;91100811.4;106284279.8;6.15458139956463
chr5;106284279.8;121467748.2;6.31695061235223
chr5;121467748.2;136651216.6;1.743098191428
chr5;136651216.6;151834685;4.11845667595044
chr6;1;14973655.6;8.24880654704757
chr6;14973655.6;29947310.2;6.4750563936308
chr6;29947310.2;44920964.8;0.863526389887556
chr6;44920964.8;59894619.4;8.50094895008951
chr6;59894619.4;74868274;8.47482882931363
chr6;74868274;89841928.6;6.94765744633041
chr6;89841928.6;104815583.2;3.56827779491432
chr6;104815583.2;119789237.8;1.22947910756338
chr6;119789237.8;134762892.4;3.30440028270241
chr6;134762892.4;149736547;5.47472954022232
chr7;1;14544146.9;1.86728522193152
chr7;14544146.9;29088292.8;6.3709633825114
chr7;29088292.8;43632438.7;2.87467639138922
chr7;43632438.7;58176584.6;4.75947659276426
chr7;58176584.6;72720730.5;4.92221818054095
chr7;72720730.5;87264876.4;2.63708871707786
