chr;start;end
chr1;97421102;97434801.8416389
chr1;76374274;76375390.6611153
chr1;36634654;36637144.2964759
chr1;149118593;149120925.966095
chr1;142290869;142292854.110372
chr1;11248466;11257633.138532
chr1;97955962;97969284.0425387
chr1;189724237;189727396.423487
chr1;74135481;74142198.2141244
chr1;22418467;22426862.862194
chr1;92778464;92783759.477652
chr1;29006125;29010793.1242628
chr1;177712849;177715312.654558
chr1;57164760;57175145.5686011
chr1;127651117;127651398.179538
chr1;68012048;68012996.8584335
chr1;161903079;161916891.464614
chr1;21255840;21256010.0314292
chr1;13187630;13200119.8421517
chr1;97073322;97080048.5650237
chr1;103889090;103901830.132408
chr1;29520259;29529611.2877953
chr1;21858282;21868260.5501278
chr1;32323389;32324148.0927066
chr1;175802483;175806427.223369
chr1;46245364;46251402.4471299
chr1;143577531;143577878.502625
chr1;138551968;138553332.808044
chr1;57105435;57109760.1285423
chr1;86013852;86025283.1039516
chr1;43860914;43871961.7735011
chr1;90339768;90352451.5059689
chr1;130544637;130550417.343201
chr1;186996968;187003969.121641
chr1;149698295;149711736.912105
chr1;175049903;175054582.174771
chr1;63450300;63460033.9706618
chr1;169464152;169470727.780729
chr1;112562743;112574413.244658
chr1;100793767;100806324.379175
chr1;187882932;187883206.603215
chr1;48383430;48392878.6951801
chr1;188895427;188907766.636087
chr1;53554855;53560201.8787577
chr1;179764002;179768601.777694
chr1;53052898;53059539.3719456
chr1;8645814;8654451.13950161
chr1;54795998;54809873.829977
chr1;9320053;9326313.59123749
chr1;1186003;1194414.26725853
chr1;63338054;63350452.8430905
chr1;113138531;113149451.393762
chr1;134743807;134745210.091597
chr1;150751054;150755588.700997
chr1;193854565;193856342.357087
chr1;96503039;96507201.7405269
chr1;99368441;99381085.0533385
chr1;99132391;99139821.5376111
chr1;144509482;144520875.416191
chr1;54636226;54639461.2298607
chr1;160801703;160804206.314766
chr1;54865327;54872514.1487992
chr1;3290523;3291235.99714601
chr1;77667022;77679534.1193291
chr1;109318151;109321074.888318
chr1;53813202;53816132.7781876
chr1;133001335;133004976.356092
chr1;60727456;60729956.4720648
chr1;194461158;194466041.0735
chr1;152925388;152928009.491089
chr1;113439601;113450593.896869
chr1;163400438;163409260.30203
chr1;184604849;184604921.744283
chr1;89291297;89292526.825218
chr1;137626873;137627396.516292
chr1;118887050;118892507.456865
chr1;187003990;187009481.509241
chr1;189171482;189179882.758787
chr1;117563647;117567222.708956
chr1;88009162;88019310.6144225
chr1;130381384;130387937.956846
chr1;142993721;142995130.810387
chr1;178215188;178216331.592301
chr1;65402345;65413316.9781195
chr1;29276962;29288989.1813723
chr1;196618735;196621055.130495
chr1;170121358;170129170.260657
chr1;146106886;146115643.152386
chr1;137353138;137365052.803156
chr1;85454020;85461652.6362607
chr1;150767947;150780872.430164
chr1;85714936;85726537.0908069
chr1;130954332;130967862.257485
chr1;76399213;76406390.3891925
chr1;164901389;164911806.764338
chr1;156211927;156224387.993837
chr1;35378847;35381441.0770589
chr1;59528383;59528903.340054
chr1;40599136;40613158.7871016
chr1;111252865;111254706.058975
chr1;123480322;123492811.564171
chr1;143754436;143761258.678835
chr1;75666723;75679726.8378578
chr1;14139734;14140219.071371
chr1;89278547;89286095.7516027
chr1;154385752;154393659.492016
chr1;23564745;23575063.562975
chr1;137826508;137838937.979642
chr1;56881481;56883661.7600769
chr1;67344813;67348368.7749573
chr1;122304420;122307044.230514
chr1;110069472;110083346.297929
chr1;118435882;118444773.059784
chr1;154166411;154170318.297849
chr1;41126031;41134897.6879041
chr1;97520187;97527479.0555867
chr1;138141498;138152118.36301
chr1;135357141;135362865.684459
chr1;112670425;112672539.702134
chr1;129478140;129490535.923434
chr1;147390288;147394396.173917
chr1;40016311;40025058.2271923
chr1;59410991;59413320.9294866
chr1;40383207;40392953.4210562
chr1;144937846;144940441.357685
chr1;122704938;122712570.107054
chr1;154731708;154737572.637051
chr1;163062088;163070483.842877
chr1;80013346;80020491.9107044
chr1;115126238;115128018.655295
chr1;194703756;194705606.023636
chr1;98027317;98032611.9263267
chr1;142182303;142185200.194018
chr1;93117069;93130161.4610614
chr1;39783348;39794457.4220637
chr1;170742736;170747967.441942
chr1;8950739;8954431.14648109
chr1;102184218;102190371.016069
chr1;72945548;72957364.5143683
chr1;95978714;95982953.2952887
chr1;125821469;125830418.316138
chr1;96776899;96781559.2248232
chr1;12318601;12323586.6574753
chr1;195319737;195328898.745906
chr1;186932451;186940660.239061
chr1;94322419;94324837.2226646
chr1;29295288;29308298.1739567
chr1;28248264;28249209.9424684
chr1;31233408;31241023.4681478
chr1;32090554;32093733.4546798
chr1;16105007;16117014.457743
chr1;41596499;41608934.6806071
chr1;169199496;169211382.363127
chr1;66705185;66706631.8213272
chr1;138273273;138286964.62979
chr1;155649138;155656254.139274
chr1;105035496;105037176.309396
chr1;156182665;156189384.942574
chr1;148530862;148532327.900988
chr1;111275646;111288750.485704
chr1;27221956;27227968.3764456
chr1;157096269;157096471.265989
chr1;5417627;5430477.41684385
chr1;143926180;143927408.906238
chr1;179381053;179385994.823802
chr1;133611714;133614149.501436
chr1;83614589;83624463.1064759
chr1;90403892;90404661.4260547
chr1;155521378;155532061.421836
chr1;39152647;39165286.4409422
chr1;102823180;102827723.386422
chr1;32740318;32745053.8483407
chr1;133398920;133401960.514977
chr1;126801591;126814907.767472
chr1;126839186;126850756.978626
chr1;174006540;174015826.766724
chr1;167193730;167198058.34615
chr1;30625021;30633133.31613
chr1;51677565;51679256.6742685
chr1;139018966;139031616.254823
chr1;143099457;143109589.404361
chr1;43383983;43384594.7050666
chr1;141655740;141664924.878483
chr1;97999697;98012316.795766
chr1;84437521;84447732.0860104
chr1;188211361;188219522.574707
chr1;79137678;79141886.6915012
chr1;148675343;148675431.636534
chr1;150587036;150591366.39466
chr1;72657609;72663126.5588534
chr1;98248068;98249431.5512637
chr1;61238632;61250901.9064255
chr1;76673933;76683439.6572057
chr1;74865610;74873928.659982
chr1;195111860;195111998.466043
chr1;80497080;80509539.9262458
chr1;26837407;26842486.0559611
chr1;87665049;87674790.1668463
chr1;10813772;10817697.6317802
chr1;85135032;85142501.0051477
chr1;96018200;96019210.3127846
chr1;96546117;96554526.4143628
chr1;140143301;140154234.263424
chr1;148936093;148942078.235767
chr1;65173054;65181721.5314383
chr1;193820880;193829444.289106
chr1;154805423;154816843.599043
chr1;169457726;169471724.71146
chr1;86719422;86731732.4908317
chr1;12383673;12391539.0418611
chr1;94892463;94904006.6384427
chr1;91453886;91466649.94315
chr1;147284886;147287121.243607
chr1;170030411;170042218.057647
chr1;136161980;136167205.072634
chr1;109783628;109785951.325399
chr1;62065301;62069816.5855151
chr1;589273;600186.386063812
chr1;130651854;130652626.717695
chr1;170174062;170176239.428156
chr1;42754746;42755097.04195
chr1;36893418;36896472.9954144
chr1;130013187;130016491.448799
chr1;32662825;32676358.9461012
chr1;72009506;72016521.3852647
chr1;171603946;171614190.88802
chr1;27245147;27251551.3054121
chr1;48486543;48500035.0866472
chr1;154247871;154254148.63926
chr1;163635459;163640451.792074
chr1;172703430;172716762.808426
chr1;96279398;96282055.5057598
chr1;177951633;177956190.983792
chr1;164159222;164173244.463105
chr1;190443071;190451081.770794
chr1;54907717;54911651.2324508
chr1;82182898;82195615.7480348
chr1;129312568;129315053.4525
chr1;129881393;129891584.227662
chr1;47484067;47491387.2001461
chr1;127020295;127023299.701422
chr1;169915073;169918671.415446
chr1;49195543;49201629.4867152
chr1;138953756;138958069.427013
chr1;122123661;122133002.384217
chr1;126332904;126337472.594686
chr1;161268650;161273388.208668
chr1;128377926;128385887.968782
chr1;92168071;92176617.0235604
chr1;162944511;162952270.839506
chr1;67066306;67070811.2645979
chr1;165068887;165072348.448114
chr1;12497895;12506446.8152359
chr1;139798071;139810466.592045
chr1;60151704;60156332.6367626
chr1;48132931;48137176.0162307
chr1;97357055;97368312.2621641
chr1;101274670;101282428.074977
chr1;63567529;63572335.722072
chr1;107949178;107959603.53755
chr1;128582847;128591643.545052
chr1;78128331;78141697.3025649
chr1;85235440;85243241.6404809
chr1;19277349;19289133.2516057
chr1;179331201;179335549.824252
chr1;101441441;101449960.858585
chr1;195417556;195427886.066045
chr1;173443717;173447083.733855
chr1;58387154;58389026.1467874
chr1;86155035;86160812.8108138
chr1;112964597;112969793.633939
chr1;71484550;71487126.5340884
chr1;183570032;183577453.186355
chr1;192960050;192961315.136706
chr1;187572926;187579231.581855
chr1;30152051;30158847.1028052
chr1;131114565;131119280.49511
chr1;156368952;156377312.458907
chr1;153193183;153196712.405184
chr1;2666569;2678891.97376142
chr1;161580334;161591555.259747
chr1;1839247;1847257.87631582
chr1;16482242;16492482.7239028
chr1;69718858;69723454.717277
chr1;90402353;90405001.3506316
chr1;138788482;138799671.645079
chr1;180385736;180391140.123943
chr1;50382390;50385620.8898313
chr1;74753921;74758003.5374067
chr1;87148922;87154377.3672669
chr1;26896271;26903952.3556778
chr1;91005394;91005781.0467077
chr1;20831322;20838959.8385108
chr1;169579158;169587293.955793
chr1;165730863;165736712.571183
chr1;47515161;47526161.964102
chr1;82254380;82257935.7585016
chr1;185185019;185198975.943995
chr1;21178486;21181747.3777556
chr1;151106557;151109770.722229
chr1;150872817;150873568.31633
chr1;148700476;148712799.803342
chr1;61479375;61482172.8184797
chr1;143280173;143290364.103364
chr1;87714294;87720086.7194096
chr1;108278562;108279883.326202
chr1;121106259;121106560.877573
chr1;29278318;29286869.749992
chr1;85752461;85762916.7856848
chr1;59861685;59865166.8060501
chr1;89289975;89300802.3987456
chr1;169384238;169397633.48972
chr1;176330841;176335610.69347
chr1;164459172;164465044.984762
chr1;171046693;171055008.487546
chr1;127782734;127792955.982265
chr1;76188448;76197180.5350835
chr1;97870849;97872987.8968727
chr1;72744696;72754470.9973799
chr1;67804539;67814779.363356
chr1;147849030;147849490.299148
chr1;114361550;114362472.650343
chr1;36641818;36649391.6511719
chr1;69598966;69602903.6398627
chr1;130486882;130499099.596364
chr1;100544927;100547770.789634
chr1;180077559;180089314.698702
chr1;47240636;47247211.1686551
chr1;20256053;20264099.3781998
chr1;156153564;156157639.474718
chr1;97532675;97545492.0544255
chr1;112418470;112428920.091877
chr1;127250667;127260237.633779
chr1;93648223;93652365.8169775
chr1;136851803;136863623.54467
chr1;125919834;125931448.876298
chr1;45240540;45250390.8001246
chr1;153524642;153528821.692097
chr1;18321711;18330858.542811
chr1;74847155;74856196.2022193
chr1;170725830;170734916.753056
chr1;123270671;123279429.915382
chr1;19051067;19053164.6509604
chr1;168061616;168066550.381352
chr1;149209716;149210464.889781
chr1;181585839;181599845.650151
chr1;6073169;6073380.54475503
chr1;188276146;188282720.407117
chr1;112752074;112754979.847417
chr1;40754178;40757769.1664088
chr1;156683222;156687349.940888
chr1;46109194;46119264.6425541
chr1;11244208;11254409.1948008
chr1;41196635;41207211.1269595
chr1;4765531;4766499.0905147
chr1;60941140;60946509.6366773
chr1;81899130;81910727.02389
chr1;145004134;145014030.856012
chr1;64275130;64275534.5845026
chr1;84579596;84582073.4588225
chr1;169918182;169924660.314447
chr1;20445294;20454190.4978307
chr1;133042876;133046437.747711
chr1;54050699;54054021.6137953
chr1;158007477;158009869.014057
chr1;17781208;17784511.6119986
chr1;49848069;49856831.6235108
chr1;148388677;148391523.665857
chr1;51098494;51112070.8704
chr1;164005201;164008865.652203
chr1;146429082;146433051.963256
chr1;120781670;120792982.420092
chr1;132438122;132438613.799532
chr1;174681256;174687141.727684
chr1;131904323;131917919.626963
chr1;22457836;22467748.2085678
chr1;89560319;89573759.1410038
chr1;39564617;39569822.4112835
chr1;178997220;179007806.080376
chr1;99564655;99570497.6593808
chr1;163189809;163192581.006424
chr1;163637115;163648767.891057
chr1;109345546;109353750.884976
chr1;35839429;35842332.9361271
chr1;156720038;156729971.655687
chr1;43126431;43135916.864115
chr1;91094006;91103089.1836701
chr1;9476607;9489154.61099573
chr1;53108638;53111609.0664409
chr1;167161752;167175238.850178
chr1;37741141;37750271.5461536
chr1;152671692;152678339.81693
chr1;83675535;83681320.4396356
chr1;618960;632164.889341037
chr1;169655907;169669772.482312
chr1;191433505;191443393.941991
chr1;138572955;138578680.957669
chr1;67594910;67604955.1784702
chr1;193582351;193590007.826912
chr1;194249746;194253118.940238
chr1;136419002;136428293.805499
chr1;98950907;98953314.0961749
chr1;173427431;173430591.456339
chr1;5537123;5550077.54164878
chr1;193878925;193882178.586463
chr1;48849336;48857847.022206
chr1;134206188;134207600.739702
chr1;82256159;82260868.28038
chr1;77351020;77357015.2383014
chr1;167075434;167087377.473113
chr1;130230310;130237674.634901
