chr;x0;x1;y1
chr1;1;19719544.2;4.21904410931747
chr1;19719544.2;39439087.4;4.71874185358174
chr1;39439087.4;59158630.6;0.0181579862488434
chr1;59158630.6;78878173.8;8.10348085113801
chr1;78878173.8;98597717;4.66245050872676
chr1;98597717;118317260.2;6.72762208983768
chr1;118317260.2;138036803.4;1.60811815650668
chr1;138036803.4;157756346.6;1.89410515415948
chr1;157756346.6;177475889.8;7.66791240116581
chr1;177475889.8;197195433;4.28203863340896
chr2;1;18174809.7;4.90861978658941
chr2;18174809.7;36349618.4;1.57709213420749
chr2;36349618.4;54524427.1;3.6028513254365
chr2;54524427.1;72699235.8;0.810869568097405
chr2;72699235.8;90874044.5;1.23167623383924
chr2;90874044.5;109048853.2;8.64433188373223
chr2;109048853.2;127223661.9;0.207597994990647
chr2;127223661.9;145398470.6;1.6858765573008
chr2;145398470.6;163573279.3;8.44230366710108
chr2;163573279.3;181748088;6.94403755031526
chr3;1;15959979.3;7.06246204585768
chr3;15959979.3;31919957.6;0.250964533584192
chr3;31919957.6;47879935.9;4.57250526174903
chr3;47879935.9;63839914.2;3.45459485168103
chr3;63839914.2;79799892.5;4.12760313965846
chr3;79799892.5;95759870.8;5.31522783078253
chr3;95759870.8;111719849.1;5.96046581114642
chr3;111719849.1;127679827.4;7.15404852842912
chr3;127679827.4;143639805.7;5.85683789807372
chr3;143639805.7;159599784;2.23287515798584
chr4;1;15563013;3.83509936498012
chr4;15563013;31126025;0.671639442443848
chr4;31126025;46689037;2.55809216012713
chr4;46689037;62252049;8.51641560376156
chr4;62252049;77815061;0.890253979875706
chr4;77815061;93378073;5.02299510722514
chr4;93378073;108941085;0.732245039753616
chr4;108941085;124504097;5.91138599070255
chr4;124504097;140067109;5.98946498336736
chr4;140067109;155630121;6.3071027045371
chr5;1;15253726.9;3.50912008106243
chr5;15253726.9;30507452.8;5.74053039096761
chr5;30507452.8;45761178.7;2.11611077282578
chr5;45761178.7;61014904.6;0.235155998705886
chr5;61014904.6;76268630.5;5.59777035573497
chr5;76268630.5;91522356.4;6.71341545491014
chr5;91522356.4;106776082.3;6.54353399926331
chr5;106776082.3;122029808.2;8.22177502394188
chr5;122029808.2;137283534.1;0.729471663222648
chr5;137283534.1;152537260;6.71141369424295
chr6;1;14951704.7;0.473137096292339
chr6;14951704.7;29903408.4;8.25982400304638
chr6;29903408.4;44855112.1;0.362670951406471
chr6;44855112.1;59806815.8;4.03885542692151
chr6;59806815.8;74758519.5;6.8246087288484
