chr;start;end;pval
chr1;11766912;11884581.12;9.30050119757652
chr1;138321274;139704486.74;5.2432702225633
chr1;196174849;198136597.49;2.74649645434693
chr1;63135344;63766697.44;2.26007012184709
chr1;38401562;38785577.62;8.22021635482088
chr1;77263655;78036291.55;6.11867351457477
chr1;164062275;165702897.75;1.97307797381654
chr1;42936610;43365976.1;8.12975625507534
chr1;22487542;22712417.42;9.10990330157802
chr1;122339932;123563331.32;0.499692654702812
chr1;98756199;99743760.99;8.28461272176355
chr1;58221229;58803441.29;9.93566205492243
chr1;33494867;33829815.67;5.10862960480154
chr1;188759360;190646953.6;3.89025822514668
chr1;77774847;78552595.47;7.45451078983024
chr1;16456390;16620953.9;6.49527743691579
chr1;7212856;7284984.56;1.60470595117658
chr1;2046117;2066578.17;5.84737182594836
chr1;71869885;72588583.85;8.58489816309884
chr1;113404992;114539041.92;9.09097332041711
chr1;57666734;58243401.34;2.10472653154284
chr1;96266601;97229267.01;9.80344559298828
chr1;166460844;168125452.44;5.85344593040645
chr1;23752740;23990267.4;8.1081476691179
chr1;107997026;109076996.26;9.63994857622311
chr1;24699791;24946788.91;0.362390708178282
chr1;154643506;156189941.06;2.62222994817421
chr1;16108265;16269347.65;1.64430011762306
chr1;74411165;75155276.65;7.55023156758398
chr1;88679388;89566181.88;6.27476002089679
chr1;42148730;42570217.3;2.53404904855415
chr1;721543;728758.43;5.46788078732789
chr1;193742382;195679805.82;1.66574268136173
chr1;148835748;150324105.48;1.45038031041622
chr1;149473751;150968488.51;3.66405447712168
chr1;161934869;163554217.69;8.91917370958254
chr1;4360522;4404127.22;4.13417573785409
chr1;16554295;16719837.95;3.19829705636948
chr1;156305989;157869048.89;6.54378475621343
chr1;2672591;2699316.91;9.13100141799077
chr1;7959202;8038794.02;8.31835529999808
chr1;126302354;127565377.54;4.58051266847178
chr1;465124;469775.24;2.68108599120751
chr1;173616798;175352965.98;8.47909493371844
chr1;77546898;78322366.98;9.6977504179813
chr1;4577719;4623496.19;3.69008155306801
chr1;129786204;131084066.04;3.60709441592917
chr1;2185857;2207715.57;6.5064837038517
chr1;7022295;7092517.95;1.44140324555337
chr1;187083743;188954580.43;3.49207788240165
