chr;x0;x1;y1
chr1;1;24925063.1;2.68366443968844
chr1;24925063.1;49850125.2;8.4080374099547
chr1;49850125.2;74775187.3;5.12945701573044
chr1;74775187.3;99700249.4;1.57047251814511
chr1;99700249.4;124625311.5;4.8837144786492
chr1;124625311.5;149550373.6;4.97166567854583
chr1;149550373.6;174475435.7;0.616033235401846
chr1;174475435.7;199400497.8;3.23838966339827
chr1;199400497.8;224325559.9;8.17774320272729
chr1;224325559.9;249250622;6.30236467681825
chr2;1;24319938.3;5.66351603928488
chr2;24319938.3;48639875.6;2.93441589558497
chr2;48639875.6;72959812.9;5.33724160941783
chr2;72959812.9;97279750.2;1.1194234660361
chr2;97279750.2;121599687.5;7.07382992918137
chr2;121599687.5;145919624.8;1.06604656437412
chr2;145919624.8;170239562.1;4.23498868932948
chr2;170239562.1;194559499.4;0.786738138645887
chr2;194559499.4;218879436.7;4.93445974902716
chr2;218879436.7;243199374;1.21922393536661
chr3;1;19802244;1.65143758307677
chr3;19802244;39604487;2.48697426163126
chr3;39604487;59406730;3.31968936589547
chr3;59406730;79208973;8.1661372535862
chr3;79208973;99011216;8.25821740566753
chr3;99011216;118813459;5.59365445061121
chr3;118813459;138615702;5.88732475528959
chr3;138615702;158417945;5.97430052887648
chr3;158417945;178220188;8.29960062287282
chr3;178220188;198022431;4.11446776748635
chr4;1;19115428.6;1.03894596335012
chr4;19115428.6;38230856.2;1.85489000966772
chr4;38230856.2;57346283.8;5.13584409391042
chr4;57346283.8;76461711.4;5.23148899634834
chr4;76461711.4;95577139;3.87973844474182
chr4;95577139;114692566.6;4.04490060971584
chr4;114692566.6;133807994.2;1.27737138213124
chr4;133807994.2;152923421.8;4.05689322261605
chr4;152923421.8;172038849.4;8.33677511871792
chr4;172038849.4;191154277;3.94735241231974
chr5;1;18091527;5.5425987347262
chr5;18091527;36183053;5.60319479943719
chr5;36183053;54274579;4.49636968562845
chr5;54274579;72366105;5.35046197080519
chr5;72366105;90457631;7.0076793856686
chr5;90457631;108549157;2.18945609894581
chr5;108549157;126640683;5.05931122556794
chr5;126640683;144732209;8.52150818500668
chr5;144732209;162823735;1.42669261030387
chr5;162823735;180915261;3.01331418736372
