chr;start;end
chr1;71595214;71607625.9555103
chr1;12085738;12090292.6202499
chr1;33646303;33653655.774079
chr1;193080243;193090081.219756
chr1;201398055;201406809.439866
chr1;58308722;58315014.577944
chr1;13811982;13822028.7530823
chr1;72610886;72618082.0749154
chr1;25154253;25156460.9892145
chr1;189081054;189085272.137482
chr1;1569417;1582475.42889785
chr1;38105723;38121349.8086796
chr1;71671108;71675236.0431436
chr1;51971405;51984944.1512061
chr1;237492559;237503463.540874
chr1;148385335;148391885.185404
chr1;225900509;225909564.499366
chr1;166140957;166145267.964251
chr1;70888534;70890658.7197464
chr1;43708706;43724317.5277277
chr1;225978945;225992063.395017
chr1;191070113;191071706.321952
chr1;220217784;220223663.866034
chr1;245343460;245347976.748477
chr1;194325703;194339441.848353
chr1;98444051;98454595.1519723
chr1;162729928;162732645.92148
chr1;3122570;3134073.16861364
chr1;180079648;180089680.224273
chr1;174894312;174899827.955366
chr1;46652946;46657332.3741699
chr1;99626126;99636656.4079318
chr1;39066328;39069428.896734
chr1;127966431;127980886.803144
chr1;1388378;1389557.0133911
chr1;120918012;120925117.788341
chr1;108099181;108099335.009674
chr1;102590341;102599805.090809
chr1;42264492;42272336.8831099
chr1;224894176;224901330.601504
chr1;27889180;27903247.384454
chr1;227443188;227453167.136691
chr1;228758156;228772932.415986
chr1;244115756;244128916.828977
chr1;167864833;167877858.152413
chr1;195161815;195177270.226501
chr1;208955051;208970752.135916
chr1;108516136;108525959.061357
chr1;218195656;218196638.758075
chr1;2637456;2639244.08867598
chr1;100794073;100801424.287795
chr1;175953553;175961281.885708
chr1;238532317;238542132.012174
chr1;158132856;158145075.679861
chr1;147249069;147260436.876444
chr1;49950771;49954932.3838717
chr1;131472386;131475187.91067
chr1;224560120;224567211.202593
chr1;69448236;69454352.6524792
chr1;187076345;187081465.71692
chr1;25749484;25761137.7387721
chr1;55580639;55585303.1804225
chr1;162328039;162339504.673388
chr1;174269559;174278092.060165
chr1;176164682;176165619.731748
chr1;101548144;101554166.956245
chr1;68430596;68432841.7655111
chr1;240405312;240412590.251438
chr1;179993918;179999765.505212
chr1;118535722;118543312.835148
