chr;x;y
chr1;105750030;1.63118637656604
chr1;57046257;8.05735029316283
chr1;151038333;1.04700931738418
chr1;8231103;2.36923374093915
chr1;186152372;-5.26194732623411
chr1;104134555;0.807576971878783
chr1;18995311;-6.63551151465757
chr1;14298161;1.37443800351816
chr1;75970698;-4.06419738509516
chr1;33347080;-1.61072066519062
chr1;129075557;4.63932107924826
chr1;54502933;-2.13321311061034
chr1;19659458;-0.575820267996306
chr1;38375418;-2.97626420772781
chr1;68869178;3.80350166121628
chr1;153333690;4.33380353606934
chr1;203256673;-9.13817997156733
chr1;169807404;-0.931963268083452
chr1;12326265;6.44498107619157
chr1;129245082;-3.85772570973933
chr1;229267402;-0.423910663869126
chr1;26638091;-1.63699215862331
chr1;171092299;0.250309013711514
chr1;115931605;-4.25399324996823
chr1;240334851;2.49001133323803
chr1;38781688;0.367456198803754
chr1;222483190;5.8065622190246
chr1;46542606;-6.11794940222231
chr1;112965957;2.51082530274498
chr1;113256815;2.28281771413009
chr1;10225323;9.67013890984115
chr1;9511900;-2.46422514655149
chr1;161307995;-7.65804598478029
chr1;104176295;-2.25731892673981
chr1;39473020;4.12046687201313
chr1;161159080;6.0180175141334
chr1;72521342;-0.881578193657805
chr1;111050980;4.67376366259
chr1;68795770;-3.59997890383635
chr1;178768852;7.46755455604827
chr1;10728068;5.08273900212187
chr1;120422578;3.77768985131575
chr1;207884238;-2.50298493555122
chr1;186807485;3.19506622567869
chr1;75630412;1.39449078495194
chr1;4591274;12.8238257252091
chr1;129129085;6.31702416665472
chr1;116831199;8.82866608539888
chr1;146587321;-12.434935036637
chr1;4664407;-4.72937790481116
chr1;10234446;4.20285908695185
chr1;247551568;0.633704276335324
chr1;32964377;0.835121126765152
chr1;108069497;-3.02069516139881
chr1;103512922;-2.46263847221929
chr1;46709282;5.84071343276123
chr1;204642688;-5.18497741252808
chr1;98487111;-8.46123501386409
chr1;3956861;-0.473141717047881
chr1;7984342;4.32446012191891
chr1;75488989;-5.21608123300814
chr1;54623868;-1.59955111980739
chr1;32776228;1.86285410370048
chr1;48923192;-8.27611336093993
chr1;227983646;1.73871029306883
chr1;55618318;5.11065353896382
chr1;98559808;-2.63354697326402
chr1;45648057;-1.43250406454577
chr1;176794383;-6.52699317963258
chr1;188443397;2.10579996403486
chr1;148196873;-5.41776957411898
chr1;96682134;-1.19751771751585
chr1;225775174;7.92236640744251
chr1;243071915;1.80564026772497
chr1;118573955;9.39366023434473
chr1;38894174;7.10523072364273
chr1;47573111;6.93571608033915
chr1;40885429;4.95512765573382
chr1;230445400;7.06089394204937
chr1;28322599;-3.61202751782503
chr1;95130402;3.10054449163282
chr1;242345158;-4.86822709188611
chr1;126436939;-1.73177256230699
chr1;229627486;-5.55241131247992
chr1;165856007;13.2852862050844
chr1;214072368;0.577068146706071
chr1;68524912;0.00624453614517528
chr1;204784268;3.688394006972
chr1;139339744;4.76669804285194
chr1;232993067;3.6605502419192
chr1;147426535;5.81672753899706
chr1;66224447;3.84946080690818
chr1;236101273;3.39184896586577
chr1;115138228;-3.08284844030501
chr1;19574393;0.127247406687296
chr1;211364055;6.8151642898329
chr1;147396114;-1.68447796807426
chr1;24858679;-2.34094875603646
chr1;94993752;-6.17773857119676
chr1;199865455;10.6679591967213
chr1;141145403;1.24276263127018
chr1;194020158;2.81161977164607
chr1;216572433;10.2476493158185
chr1;34110152;-2.20760779861981
chr1;32280920;7.71274358463251
