chr;start;end
chr1;252817219;252832283.861014
chr1;236852504;236852903.16664
chr1;66952502;66962436.7167338
chr1;45592208;45601114.8714413
chr1;89874447;89879586.3260805
chr1;190588658;190598518.980222
chr1;214121153;214127215.521858
chr1;153077425;153078629.981141
chr1;4441005;4451373.76309784
chr1;270905411;270905570.000737
chr1;166747477;166748496.073748
chr1;206646014;206655828.564646
chr1;166411457;166426386.655764
chr1;22458435;22467049.2706112
chr1;33942066;33952614.7399477
chr1;46882324;46893096.4235088
chr1;233440717;233450687.192786
chr1;209427218;209433212.201411
chr1;143631453;143636983.80321
chr1;260001826;260007809.33296
chr1;227422384;227437511.691266
chr1;209336136;209342790.554173
chr1;137612981;137618986.687552
chr1;190278011;190290813.581669
chr1;6652916;6669315.1746805
chr1;29833521;29846545.6402788
chr1;230368730;230384820.281931
chr1;263501628;263508883.508218
chr1;100605492;100612927.924323
chr1;263665184;263676880.380679
chr1;179283906;179290327.175676
chr1;119633384;119649483.40498
chr1;15706759;15721742.7197846
chr1;26766335;26770240.4774728
chr1;213065702;213069611.406299
chr1;136453957;136456579.053792
chr1;174884308;174885517.070426
chr1;12940967;12941367.9085656
chr1;92169566;92170935.6208885
chr1;142732134;142748142.916495
chr1;22373853;22387612.2648121
chr1;216089088;216092612.116235
chr1;20840989;20854327.8134056
chr1;43456081;43460830.7461405
chr1;47205140;47218288.8774515
chr1;34395002;34398122.2854589
chr1;45089586;45097352.8623546
chr1;55756752;55763881.1517593
chr1;193688405;193701648.537057
chr1;123179627;123180890.040302
chr1;179797042;179804651.960118
chr1;89500226;89500714.6796042
chr1;48833704;48833787.5409474
chr1;94368050;94382881.314889
chr1;137534880;137544736.439763
chr1;273195122;273207135.030684
chr1;235485656;235488044.00082
chr1;3645348;3652359.42278662
chr1;70994079;71006829.6680603
chr1;19343699;19358937.785735
chr1;162969441;162971713.340831
chr1;175245918;175253659.423471
chr1;137032370;137033497.059221
chr1;162843062;162846313.861816
chr1;213078808;213089603.757863
chr1;23193538;23200618.6040169
chr1;191487983;191490874.820972
chr1;145919821;145931750.834511
chr1;31186670;31198808.6528354
chr1;196767460;196781612.547226
chr1;87999873;88004888.057516
chr1;127773362;127777662.967902
chr1;238182759;238190748.106011
chr1;95983709;95984100.2457033
chr1;235626004;235629550.343357
chr1;238595681;238608053.145761
chr1;246626972;246634382.218558
chr1;86764022;86771626.3497659
chr1;123834574;123849472.89321
chr1;55475181;55480222.9130632
chr1;37262130;37269525.807689
chr1;245187123;245187411.447022
chr1;259307236;259309550.603624
chr1;67823093;67826694.6707658
chr1;269961139;269975477.084983
chr1;95881876;95889917.1191439
chr1;226612212;226621547.225094
chr1;36824158;36838127.0956207
chr1;184633525;184642351.082296
chr1;238866338;238882865.812274
chr1;61623499;61636487.2475543
chr1;13377746;13391642.1546412
chr1;239112598;239113992.707128
chr1;60504720;60518844.9165402
chr1;196009388;196015327.502795
chr1;58588842;58593242.1820423
chr1;48845252;48855690.2207749
chr1;211787744;211800730.468932
chr1;277883114;277898159.690628
chr1;236894118;236901837.506349
chr1;98566288;98572675.5623049
chr1;115412480;115421456.537292
chr1;244865417;244868209.946533
chr1;114652502;114655042.215551
chr1;280642397;280642594.36641
chr1;207551910;207561685.150313
chr1;277624902;277638278.53953
chr1;146314649;146330469.772623
chr1;115630787;115635023.147984
chr1;18299395;18314828.4092688
chr1;62460114;62470704.8519678
chr1;172500680;172504313.901833
chr1;197241282;197250620.711888
chr1;79944548;79961179.7547
chr1;161023519;161037488.315611
chr1;184792310;184794937.330614
chr1;46858750;46867205.2965289
chr1;86040622;86047384.8109833
chr1;250335519;250348281.140624
chr1;217060178;217075866.930527
chr1;142880703;142888418.910705
chr1;258076962;258087978.296232
chr1;221937021;221951228.984272
chr1;155707615;155719615.691363
chr1;197094320;197104880.678797
chr1;89357221;89371045.7635984
chr1;175863571;175872037.075675
chr1;181626904;181641712.771186
chr1;235879773;235884463.058519
