chr;start;end;pval
chr1;55256527;55809092.27;3.04628418525681
chr1;191509420;193424514.2;9.04824916040525
chr1;137862310;139240933.1;0.737196491099894
chr1;150055905;151556464.05;3.94757061265409
chr1;10291548;10394463.48;2.07376226549968
chr1;155046862;156597330.62;2.23103921627626
chr1;187976368;189856131.68;7.53026179270819
chr1;137482485;138857309.85;2.74749141652137
chr1;47156130;47627691.3;6.56641570385546
chr1;174393686;176137622.86;1.98064384050667
chr1;54483775;55028612.75;5.28832999523729
chr1;110435389;111539742.89;8.46030589425936
chr1;7870466;7949170.66;5.92957065440714
chr1;146591187;148057098.87;2.58388477144763
chr1;8068267;8148949.67;2.19766912749037
chr1;263770125;266407826.25;9.27498865872622
chr1;44427851;44872129.51;5.94142959453166
chr1;29171438;29463152.38;1.74997243098915
chr1;210923849;213033087.49;6.07808037893847
chr1;282741329;285568742.29;7.63778751483187
chr1;257880911;260459720.11;8.23558370582759
chr1;209490919;211585828.19;9.11738215014338
chr1;19268219;19460901.19;3.81396462675184
chr1;53547433;54082907.33;1.4879916748032
chr1;48106601;48587667.01;1.20803250931203
chr1;137203524;138575559.24;7.51099116401747
chr1;80992298;81802220.98;8.75270223245025
chr1;194594915;196540864.15;4.49930517468601
chr1;192135039;194056389.39;6.15938707254827
chr1;139017174;140407345.74;7.52667693188414
chr1;159652139;161248660.39;2.68359895329922
chr1;199925847;201925105.47;3.11249738093466
chr1;157249944;158822443.44;5.21920196944848
chr1;235831619;238189935.19;8.20998809766024
chr1;29930070;30229370.7;4.81319499900565
chr1;158144793;159726240.93;6.56169098801911
chr1;267287381;269960254.81;9.15596991544589
chr1;218406306;220590369.06;9.1870637703687
chr1;226078344;228339127.44;3.40079231886193
chr1;196674121;198640862.21;5.58812462957576
chr1;64989044;65638934.44;4.43441496696323
chr1;180750998;182558507.98;1.08796080341563
chr1;281489896;284304794.96;2.75367312831804
chr1;658187;664768.87;8.93729015719146
chr1;101211191;102223302.91;6.26062694936991
chr1;38851790;39240307.9;9.23261301824823
chr1;1937025;1956395.25;0.533060359302908
chr1;226796182;229064143.82;9.47882016422227
chr1;151613076;153129206.76;8.22910886257887
chr1;189620824;191517032.24;7.8616804163903
chr1;271188305;273900188.05;6.2131615774706
chr1;153133547;154664882.47;1.6128119174391
chr1;69945550;70645005.5;9.7746437205933
chr1;47330253;47803555.53;0.966181014664471
chr1;208239542;210321937.42;6.23741223011166
chr1;166687415;168354289.15;4.2570175556466
chr1;258423242;261007474.42;9.79679823387414
chr1;253914283;256453425.83;6.95808803429827
chr1;151626207;153142469.07;1.85878881020471
chr1;44355864;44799422.64;9.5703061344102
chr1;44975032;45424782.32;7.59636191185564
chr1;276248804;279011292.04;1.13165633985773
chr1;126235773;127498130.73;7.08908069645986
chr1;228000493;230280497.93;3.99887731065974
chr1;90392200;91296122;1.12118140794337
chr1;87608900;88484989;6.8653898104094
chr1;33859442;34198036.42;3.81988989422098
chr1;249392308;251886231.08;9.80387235525995
chr1;270298378;273001361.78;3.70176548836753
chr1;279207885;281999963.85;6.36391952168196
chr1;100340686;101344092.86;0.580223847646266
chr1;129207483;130499557.83;4.26265757996589
chr1;13250612;13383118.12;1.92256315378472
chr1;269670786;272367493.86;9.41757712513208
chr1;225519668;227774864.68;9.73462959052995
chr1;37458444;37833028.44;8.75993666704744
chr1;232810578;235138683.78;0.597523280885071
chr1;47535931;48011290.31;0.89210803154856
chr1;186980603;188850409.03;0.167170458007604
chr1;240767377;243175050.77;7.14056568220258
chr1;40560738;40966345.38;6.87816007062793
chr1;155598954;157154943.54;3.06172913638875
chr1;258180389;260762192.89;7.25227070972323
chr1;127695195;128972146.95;6.76012791926041
chr1;33854130;34192671.3;3.37442364776507
chr1;109654181;110750722.81;7.22564321709797
chr1;198590303;200576206.03;1.1434309813194
chr1;108681672;109768488.72;1.36454263003543
chr1;74174012;74915752.12;2.12427658727393
chr1;23419373;23653566.73;1.91739806206897
chr1;83234347;84066690.47;8.71142941759899
chr1;7497871;7572849.71;4.07375418115407
chr1;250894713;253403660.13;1.11268784385175
chr1;39964609;40364255.09;4.5900800335221
chr1;41099001;41509991.01;8.7004073173739
chr1;23665320;23901973.2;6.26423239475116
chr1;106497138;107562109.38;1.97414982132614
chr1;4009881;4049979.81;3.01657100208104
chr1;116116631;117277797.31;5.62259829603136
chr1;183673489;185510223.89;0.591636060271412
chr1;62643450;63269884.5;7.94936996186152
chr1;36059545;36420140.45;4.75666081300005
chr1;182975544;184805299.44;6.49378065718338
chr1;32117812;32438990.12;6.08407303923741
chr1;192189017;194110907.17;8.11684629414231
