chr;start;end;pval
chr1;65252403;65904927.03;0.324422377161682
chr1;121295118;122508069.18;7.43264929158613
chr1;190006594;191906659.94;4.64866764843464
chr1;152410404;153934508.04;2.76686019729823
chr1;65021566;65671781.66;7.80726922675967
chr1;47174646;47646392.46;1.65352976880968
chr1;3822847;3861075.47;8.55402160203084
chr1;117421860;118596078.6;1.66598713491112
chr1;219399940;221593939.4;5.05529519636184
chr1;141258250;142670832.5;0.687290232162923
chr1;80721498;81528712.98;0.710513205267489
chr1;203176735;205208502.35;7.34915120759979
chr1;15092982;15243911.82;4.72693593474105
chr1;74636310;75382673.1;5.18185801105574
chr1;33385475;33719329.75;9.66455101501197
chr1;18579077;18764867.77;3.18872172851115
chr1;131716351;133033514.51;8.12196014681831
chr1;241523948;243939187.48;0.993383887689561
chr1;153612819;155148947.19;0.119754441548139
chr1;185043786;186894223.86;4.84492075629532
chr1;57633838;58210176.38;0.203662032727152
chr1;148341488;149824902.88;0.667017598170787
chr1;12424108;12548349.08;0.459581264294684
chr1;112926078;114055338.78;0.575716544408351
chr1;237735554;240112909.54;5.13293890049681
chr1;153359926;154893525.26;6.21533779427409
chr1;189280806;191173614.06;7.84487393684685
chr1;187261077;189133687.77;4.65198040939868
chr1;168546788;170232255.88;9.92193652782589
chr1;46040041;46500441.41;4.53686154913157
chr1;213429915;215564214.15;2.45646341471002
chr1;66386910;67050779.1;8.59134524594992
chr1;241844569;244263014.69;0.697405247483403
chr1;212193642;214315578.42;1.02565616602078
chr1;15512401;15667525.01;8.23297548107803
chr1;243496830;245931798.3;7.6783999777399
chr1;97862550;98841175.5;7.52894814591855
chr1;64662526;65309151.26;9.69898182433099
chr1;8613997;8700136.97;1.53559023048729
chr1;65791266;66449178.66;9.26123241893947
chr1;22969315;23199008.15;0.306368491146714
chr1;93941041;94880451.41;6.29909911425784
chr1;9936505;10035870.05;5.44712780509144
chr1;212299484;214422478.84;2.48387715546414
chr1;141099284;142510276.84;6.18800022639334
chr1;227687094;229963964.94;6.24090294120833
chr1;35651061;36007571.61;6.51717601809651
chr1;134267632;135610308.32;0.886672558262944
chr1;165256590;166909155.9;7.68364611081779
chr1;31733833;32051171.33;6.38694833731279
chr1;194842869;196791297.69;3.08719253400341
chr1;206566789;208632456.89;5.17392376670614
chr1;123306208;124539270.08;4.9949938012287
chr1;174979857;176729655.57;8.97542260354385
chr1;24435203;24679555.03;2.99103387864307
chr1;221087913;223298792.13;4.46130429627374
chr1;203416939;205451108.39;7.55056294379756
