chr;x0;x1;y1
chr1;1;24895643.2;5.44112025860231
chr1;24895643.2;49791285.4;3.59676699943375
chr1;49791285.4;74686927.6;1.86163777902257
chr1;74686927.6;99582569.8;1.99643642313313
chr1;99582569.8;124478212;7.37068165868986
chr1;124478212;149373854.2;6.88262446734589
chr1;149373854.2;174269496.4;1.09288544633891
chr1;174269496.4;199165138.6;7.31184545229189
chr1;199165138.6;224060780.8;2.7051029484719
chr1;224060780.8;248956423;3.75386661146767
chr2;1;24219353.9;4.5437286066357
chr2;24219353.9;48438706.8;4.53323064891156
chr2;48438706.8;72658059.7;3.4628102239687
chr2;72658059.7;96877412.6;4.46624371809885
chr2;96877412.6;121096765.5;8.37315015848726
chr2;121096765.5;145316118.4;6.27000796166249
chr2;145316118.4;169535471.3;8.01171231537592
chr2;169535471.3;193754824.2;7.44061609294731
chr2;193754824.2;217974177.1;6.85322315355297
chr2;217974177.1;242193530;4.2461972348392
chr3;1;19829556.9;4.07410105427261
chr3;19829556.9;39659112.8;4.91017908558715
chr3;39659112.8;59488668.7;2.27667461349629
chr3;59488668.7;79318224.6;6.70905807483941
chr3;79318224.6;99147780.5;2.17983429359738
chr3;99147780.5;118977336.4;7.58094980225433
chr3;118977336.4;138806892.3;5.17454341663979
chr3;138806892.3;158636448.2;6.44592317962088
chr3;158636448.2;178466004.1;4.97921772699337
chr3;178466004.1;198295560;5.23079173718579
chr4;1;19021456.5;4.19087121651974
chr4;19021456.5;38042912;5.8824255484622
chr4;38042912;57064367.5;4.82591643221676
chr4;57064367.5;76085823;0.781137499865145
chr4;76085823;95107278.5;5.95225258399732
chr4;95107278.5;114128734;4.10697969845496
chr4;114128734;133150189.5;0.472666371054947
chr4;133150189.5;152171645;4.74497043653391
chr4;152171645;171193100.5;8.38575777998194
chr4;171193100.5;190214556;7.80893508684821
chr5;1;18153826.9;6.32262227770407
chr5;18153826.9;36307652.8;2.03666702031624
chr5;36307652.8;54461478.7;7.8544973033946
chr5;54461478.7;72615304.6;6.24993148015346
chr5;72615304.6;90769130.5;1.66847880491987
chr5;90769130.5;108922956.4;2.92118264716119
chr5;108922956.4;127076782.3;3.16878760610707
chr5;127076782.3;145230608.2;0.580723379482515
chr5;145230608.2;163384434.1;5.69152439448517
chr5;163384434.1;181538260;1.50107577431481
chr6;1;17080598.9;8.51496230580378
chr6;17080598.9;34161196.8;7.70126966647804
chr6;34161196.8;51241794.7;2.85806601829827
chr6;51241794.7;68322392.6;2.21501398275141
chr6;68322392.6;85402990.5;7.28549420346972
chr6;85402990.5;102483588.4;8.58433400276117
chr6;102483588.4;119564186.3;4.61802893062122
chr6;119564186.3;136644784.2;6.91755318744108
chr6;136644784.2;153725382.1;1.55089974920265
chr6;153725382.1;170805980;3.51883880251553
chr7;1;15934598.3;1.98036691057496
chr7;15934598.3;31869195.6;5.10767736509442
chr7;31869195.6;47803792.9;2.70505860750563
chr7;47803792.9;63738390.2;1.41451744793449
chr7;63738390.2;79672987.5;3.1531001024181
chr7;79672987.5;95607584.8;7.80897625770886
chr7;95607584.8;111542182.1;1.91675350489095
chr7;111542182.1;127476779.4;1.66457175607793
chr7;127476779.4;143411376.7;1.45298210789915
chr7;143411376.7;159345974;0.636199960601516
chr8;1;14513864.6;2.2287212399533
chr8;14513864.6;29027728.2;2.43413050489035
chr8;29027728.2;43541591.8;2.54898719340563
chr8;43541591.8;58055455.4;8.6404582435498
chr8;58055455.4;72569319;4.78014415819198
chr8;72569319;87083182.6;3.26295220088214
chr8;87083182.6;101597046.2;7.45687926351093
chr8;101597046.2;116110909.8;7.28373312775511
chr8;116110909.8;130624773.4;2.35350381075405
chr8;130624773.4;145138637;6.31456654504873
chr9;1;13839472.7;7.90356884105131
chr9;13839472.7;27678944.4;3.1508288847981
chr9;27678944.4;41518416.1;0.811744499020278
chr9;41518416.1;55357887.8;1.23059413803276
chr9;55357887.8;69197359.5;0.249654688476585
chr9;69197359.5;83036831.2;3.33258905236144
chr9;83036831.2;96876302.9;0.838748516142368
chr9;96876302.9;110715774.6;5.88933446046431
chr9;110715774.6;124555246.3;3.90841498123482
chr9;124555246.3;138394718;6.73039715979248
chr10;1;13379743.2;6.16299029211514
chr10;13379743.2;26759485.4;4.78259806707501
chr10;26759485.4;40139227.6;7.92355977427214
chr10;40139227.6;53518969.8;0.837874719570391
chr10;53518969.8;66898712;7.73209202012513
chr10;66898712;80278454.2;8.55381149654277
chr10;80278454.2;93658196.4;1.10418232334778
chr10;93658196.4;107037938.6;2.64785457809921
chr10;107037938.6;120417680.8;7.04132722711656
chr10;120417680.8;133797423;2.9108471568441
chr11;1;13508663.2;8.60687737336848
chr11;13508663.2;27017325.4;7.83754646298476
chr11;27017325.4;40525987.6;4.46136670403648
chr11;40525987.6;54034649.8;5.33576166434214
chr11;54034649.8;67543312;6.83373117672745
chr11;67543312;81051974.2;6.76320352759212
chr11;81051974.2;94560636.4;0.743990380363539
chr11;94560636.4;108069298.6;5.67567497233395
chr11;108069298.6;121577960.8;6.16895739915781
chr11;121577960.8;135086623;5.07830271259882
chr12;1;13327531.9;2.17399056544527
chr12;13327531.9;26655062.8;3.97100656565744
chr12;26655062.8;39982593.7;0.0840360100613907
chr12;39982593.7;53310124.6;4.68101346229669
chr12;53310124.6;66637655.5;3.39419739155564
chr12;66637655.5;79965186.4;4.30431046269368
chr12;79965186.4;93292717.3;8.10346437063999
chr12;93292717.3;106620248.2;2.81200423361734
chr12;106620248.2;119947779.1;0.887354204244912
chr12;119947779.1;133275310;6.50929675921798
chr13;1;11436433.8;4.91466704970226
chr13;11436433.8;22872866.6;3.85401795578655
chr13;22872866.6;34309299.4;7.82099775604438
chr13;34309299.4;45745732.2;0.239615209051408
chr13;45745732.2;57182165;1.13410392540973
chr13;57182165;68618597.8;2.55907574971207
chr13;68618597.8;80055030.6;7.15603702731896
chr13;80055030.6;91491463.4;0.610515776951797
chr13;91491463.4;102927896.2;3.0286705902312
chr13;102927896.2;114364329;4.47578680962324
chr14;1;10704372.8;6.5146779719973
chr14;10704372.8;21408744.6;3.76125231748447
chr14;21408744.6;32113116.4;2.88714015693404
chr14;32113116.4;42817488.2;7.16463247602805
chr14;42817488.2;53521860;1.75608314259443
chr14;53521860;64226231.8;1.07088515229989
chr14;64226231.8;74930603.6;6.93635866320692
chr14;74930603.6;85634975.4;0.185752071929164
chr14;85634975.4;96339347.2;3.87647702791728
chr14;96339347.2;107043719;0.677048637229018
chr15;1;10199119.9;0.160598031221889
chr15;10199119.9;20398238.8;5.40520379436202
chr15;20398238.8;30597357.7;0.848980124224909
chr15;30597357.7;40796476.6;7.37153308221605
chr15;40796476.6;50995595.5;8.41141769257374
chr15;50995595.5;61194714.4;5.56104718570132
chr15;61194714.4;71393833.3;5.36536614443175
chr15;71393833.3;81592952.2;7.9833204644965
chr15;81592952.2;91792071.1;3.54695364288054
chr15;91792071.1;101991190;1.96181851720903
chr16;1;9033835.5;6.56586847510189
chr16;9033835.5;18067670;0.552171570947394
chr16;18067670;27101504.5;8.08615774917416
chr16;27101504.5;36135339;3.77218805768061
chr16;36135339;45169173.5;0.157309161080047
chr16;45169173.5;54203008;3.0267513778992
chr16;54203008;63236842.5;4.6494669876527
chr16;63236842.5;72270677;1.23434735471383
chr16;72270677;81304511.5;6.95070921485312
chr16;81304511.5;90338346;5.3036347099347
chr17;1;8325745.1;4.83174425109755
chr17;8325745.1;16651489.2;4.14152974386234
chr17;16651489.2;24977233.3;3.47096249393653
chr17;24977233.3;33302977.4;6.21211869721301
chr17;33302977.4;41628721.5;1.43361663348041
chr17;41628721.5;49954465.6;4.58378554887604
chr17;49954465.6;58280209.7;6.03608564855531
chr17;58280209.7;66605953.8;0.377814254304394
chr17;66605953.8;74931697.9;0.981795088411309
chr17;74931697.9;83257442;0.651237610867247
chr18;1;8037329.5;7.81676112762652
chr18;8037329.5;16074658;1.23282829478849
chr18;16074658;24111986.5;0.917186938016675
chr18;24111986.5;32149315;4.93702573785558
chr18;32149315;40186643.5;7.3537468166789
chr18;40186643.5;48223972;1.13447363062296
chr18;48223972;56261300.5;4.05787730442826
chr18;56261300.5;64298629;2.97343488649931
chr18;64298629;72335957.5;7.60816334816627
chr18;72335957.5;80373286;0.428738926327787
chr19;1;5861762.6;4.80901812440716
chr19;5861762.6;11723524.2;5.88311517708935
chr19;11723524.2;17585285.8;4.1435163406888
chr19;17585285.8;23447047.4;3.05342735289596
chr19;23447047.4;29308809;2.33442926493008
chr19;29308809;35170570.6;5.33371956534684
chr19;35170570.6;41032332.2;1.12238610496279
chr19;41032332.2;46894093.8;6.3378708463395
chr19;46894093.8;52755855.4;7.40399196997751
chr19;52755855.4;58617617;2.7762107897317
chr20;1;6444417.7;7.56561396152247
chr20;6444417.7;12888834.4;0.333097196021117
chr20;12888834.4;19333251.1;3.13457664248999
chr20;19333251.1;25777667.8;0.326175666390918
chr20;25777667.8;32222084.5;2.90273159933276
chr20;32222084.5;38666501.2;0.937326098489575
chr20;38666501.2;45110917.9;8.39522908329964
chr20;45110917.9;51555334.6;0.431441077776253
chr20;51555334.6;57999751.3;0.447221975005232
chr20;57999751.3;64444168;1.10262891082093
chr21;1;4670999.3;0.930165338306688
chr21;4670999.3;9341997.6;5.81921193259768
chr21;9341997.6;14012995.9;7.12104189705569
chr21;14012995.9;18683994.2;4.18064138491172
chr21;18683994.2;23354992.5;1.72798291915096
chr21;23354992.5;28025990.8;8.67879754153546
chr21;28025990.8;32696989.1;4.78956023482606
chr21;32696989.1;37367987.4;6.11466380422935
chr21;37367987.4;42038985.7;4.83148013774771
chr21;42038985.7;46709984;6.21610512428451
chr22;1;5081847.8;3.70261542059015
chr22;5081847.8;10163694.6;6.33516958414111
chr22;10163694.6;15245541.4;6.32424271011259
chr22;15245541.4;20327388.2;2.06732874177396
chr22;20327388.2;25409235;1.64818964679725
