chr;x0;x1;y1
chr2L;1;2351372.2;4.02680983375758
chr2L;2351372.2;4702743.4;3.20167730818503
chr2L;4702743.4;7054114.6;1.02898626525421
chr2L;7054114.6;9405485.8;6.61468299517874
chr2L;9405485.8;11756857;2.32826482336968
chr2L;11756857;14108228.2;1.19353018873371
chr2L;14108228.2;16459599.4;2.32956913649105
chr2L;16459599.4;18810970.6;5.95599601082504
chr2L;18810970.6;21162341.8;7.2560441976646
chr2L;21162341.8;23513713;0.0238978605251759
chr2R;1;2528694.6;2.67916506724432
chr2R;2528694.6;5057388.2;4.09182644162793
chr2R;5057388.2;7586081.8;5.23202927755192
chr2R;7586081.8;10114775.4;1.65941460595932
chr2R;10114775.4;12643469;4.30115469850134
chr2R;12643469;15172162.6;0.266238059964962
chr2R;15172162.6;17700856.2;6.31944940912072
chr2R;17700856.2;20229549.8;7.27506335272919
chr2R;20229549.8;22758243.4;7.46257122159004
chr2R;22758243.4;25286937;7.99188152211718
chr3L;1;2811023.7;3.44071788343135
chr3L;2811023.7;5622046.4;3.88016856831964
chr3L;5622046.4;8433069.1;2.45818236367777
chr3L;8433069.1;11244091.8;7.84410612049978
chr3L;11244091.8;14055114.5;3.15631169693079
chr3L;14055114.5;16866137.2;2.27015381965321
chr3L;16866137.2;19677159.9;5.47744951718487
chr3L;19677159.9;22488182.6;3.97196772547904
chr3L;22488182.6;25299205.3;3.60316958378535
chr3L;25299205.3;28110228;6.64474243910518
chr3R;1;3207934.1;7.81181398637127
chr3R;3207934.1;6415867.2;1.6726993782213
chr3R;6415867.2;9623800.3;0.186915454105474
chr3R;9623800.3;12831733.4;6.61484171112534
chr3R;12831733.4;16039666.5;2.58353562033735
chr3R;16039666.5;19247599.6;8.22125938651152
chr3R;19247599.6;22455532.7;7.19288969363552
chr3R;22455532.7;25663465.8;2.24921636378858
chr3R;25663465.8;28871398.9;3.79078593305312
chr3R;28871398.9;32079332;6.16726718188729
chr4;1;134814.1;2.13888345044106
chr4;134814.1;269627.2;6.05265441325027
chr4;269627.2;404440.3;3.49950309265405
chr4;404440.3;539253.4;7.28581178525928
chr4;539253.4;674066.5;5.69009766869713
chr4;674066.5;808879.6;3.9624826499261
chr4;808879.6;943692.7;2.69072311031632
chr4;943692.7;1078505.8;3.4576001644833
chr4;1078505.8;1213318.9;5.73396968012676
chr4;1213318.9;1348132;6.92344221670646
chrX;1;2354228.1;5.23556043491699
chrX;2354228.1;4708455.2;1.49439546642825
chrX;4708455.2;7062682.3;2.14575627387967
chrX;7062682.3;9416909.4;5.61653989080805
chrX;9416909.4;11771136.5;6.30980757032521
chrX;11771136.5;14125363.6;0.33359739209991
chrX;14125363.6;16479590.7;3.44488728940487
chrX;16479590.7;18833817.8;5.52893801832106
chrX;18833817.8;21188044.9;7.1552479586564
chrX;21188044.9;23542272;2.94782581713516
