chr;x;y
chrI;95143;2.16314263112799
chrI;34644;5.25043202084681
chrI;48725;3.26096692798021
chrI;93315;4.04329138960674
chrI;200884;-8.60709249859628
chrI;189670;-1.01165737205791
chrI;179059;-0.806964817115582
chrI;31289;-0.522576577690122
chrI;28894;-1.30385180104217
chrI;164224;2.03839987388888
chrI;81699;-5.21875912037691
chrI;168508;1.47144254989813
chrI;969;3.68966899989753
chrI;188862;3.5872081849287
chrI;208882;-3.3126607088891
chrI;172366;-0.688109953398848
chrI;114541;3.47398735512185
chrI;62474;9.25879946182819
chrI;38970;7.75419823034342
chrI;15048;6.79963865062396
chrI;150295;-0.774784304263355
chrI;92698;5.57369381575888
chrI;53366;-5.75308065990533
chrI;105051;7.36942989731614
chrI;27679;-9.65079442052229
chrI;66536;5.93612113603609
chrI;46879;3.13672219669849
chrI;78486;0.493478163773452
chrI;195337;-0.881454294236229
chrI;134912;-4.57142640692613
chrI;60881;0.552623308727184
chrI;16540;4.24220861954675
chrI;199524;3.63577710382775
chrI;155594;4.11704273644467
chrI;69633;8.16174106092988
chrI;65331;-12.7391822923291
chrI;169710;-2.68677720863982
chrI;103446;1.91260980921376
chrI;62007;0.114825838069349
chrI;134110;8.79935336177052
chrI;166205;-2.60309768937174
chrI;103451;2.25863608027034
chrI;108331;1.25118316601737
chrI;62794;-0.490928209724887
chrI;124581;1.74982943987173
chrI;148484;2.9490383119633
chrI;36489;-4.0912756028394
chrI;188732;-5.05534790939222
chrI;578;-3.47888669464588
chrI;48618;-6.65308482482929
chrI;22135;4.23965539014924
chrI;8693;2.35720010618045
chrI;65642;0.552550212152025
chrI;76780;-3.53097083756442
chrI;228386;-0.433487758735162
chrI;147273;-1.3294953355157
chrI;85918;2.56985840249412
chrI;64886;-6.63667642964743
chrI;142230;-3.83413871726651
chrI;36944;9.31572743623059
chrI;183417;0.571571474209886
chrI;134922;-0.495806459063925
chrI;82408;-0.207749299172379
chrI;48415;1.31927753020595
chrI;71686;1.06580623575532
chrI;168401;6.62508418572353
chrI;145471;3.59235839268142
chrI;180120;1.8206429940901
chrI;86744;5.77294181526817
chrI;144767;1.41280650066364
chrI;221706;-1.74377466732477
chrI;80670;-3.14980650543868
chrI;22262;-2.27081581476044
chrI;68973;2.42319373934686
chrI;142909;0.641139673073604
chrI;7970;-3.97498367453716
chrI;211563;2.63615926221368
chrI;171772;5.22224318332524
chrI;62254;4.07827135558093
chrI;210044;-1.08532719684705
chrI;171522;3.75360144240457
chrI;70765;4.25022185640362
chrI;190790;2.95814693798057
chrI;60356;6.97802475898163
chrI;111824;4.51373520357992
chrI;122898;0.863143031624974
chrI;134258;7.7500787874128
chrI;20473;-3.77284356125006
chrI;61662;2.84424564522011
chrI;110413;3.19232037369542
chrI;73426;4.81365532296787
chrI;230152;5.50349213188436
chrI;132034;-5.11483773085487
chrI;211869;-0.460225790999385
chrI;149312;-4.73644509294237
chrI;123915;9.35188750904746
chrI;224151;8.61917379920973
chrI;62102;9.95433946578237
chrI;113550;9.76330705190757
chrI;142001;0.426176843846404
chrI;123165;-2.00414793415864
chrI;199160;5.26514516895631
chrI;762;-1.65855862746781
chrI;176915;2.15951088600357
chrI;69813;-2.02088474645239
chrI;115519;-2.871892427642
chrI;183024;1.86972537355481
chrI;148962;-0.638658225698492
chrI;127834;-0.945721438740048
chrI;191139;-2.54120550942164
chrI;167353;0.852045120419345
chrI;92720;-7.34429065191291
chrI;50630;11.846969811803
chrI;61565;4.28095007028004
chrI;38527;-4.06870922630107
chrI;115184;8.05244432414334
chrI;53325;-0.918782312090623
chrI;177178;7.35054004900348
chrI;184805;-3.39450138036437
chrI;73533;2.32351632906978
chrI;224572;-2.97920782327208
chrI;164800;-2.80271032983421
chrI;189617;0.961858294661942
chrI;160990;-2.55846839334314
chrI;187975;-0.0472505534463332
chrI;176173;-2.12503601015715
chrI;178485;6.81303895977552
chrI;2453;-4.30080068156746
chrI;196297;7.53858357357765
chrI;222460;7.82273700240199
chrI;96017;-4.04019145886132
chrI;75055;0.248713264197047
chrI;111057;2.48996455730335
chrI;106560;-3.81776573333697
chrI;35105;-3.21686861114059
chrI;158538;-4.57175236578198
chrI;36282;4.49641008645179
chrI;186939;-1.26033623391323
chrI;202776;0.086390965989517
chrI;47514;10.0924756738757
chrI;45973;-6.70716783306737
chrI;176974;2.63926728909026
chrI;223428;1.517468716525
chrI;136124;-0.631816034353706
chrI;118664;-9.88726642555382
chrI;187456;0.497419700112878
chrI;130267;-0.711667367981087
chrI;119046;3.77455552185782
chrI;73663;3.4044716845965
chrI;62743;-1.31733040914361
chrI;8685;-2.55706996116681
chrI;91721;-0.974527836344586
chrI;32165;-6.86591072300506
chrI;144737;-2.21579404851435
chrI;106484;-4.27559309291562
chrI;77045;0.607508178140047
chrI;144478;-0.726840881813524
chrI;97204;-0.401211505365757
chrI;13958;1.49528522522085
chrI;47359;0.478725868131802
chrI;2829;10.0551476478651
chrI;81193;1.86533023493198
chrI;219154;-1.92633428810236
chrI;108918;1.19566549167592
chrI;30576;3.41498860923227
chrI;128532;1.08828822191197
chrI;60627;0.0390472675810512
chrI;105324;4.93345628140513
chrI;207501;-2.18125693289048
chrI;176369;-0.359546257514951
chrI;132615;-0.502891091106921
chrI;50371;5.22167180086341
chrI;206577;10.0206123726036
chrI;25512;-0.739118898090213
chrI;92711;-0.183054099095755
chrI;161727;6.61343281246412
chrI;156181;16.7368888675296
chrI;83789;-2.45567264343252
chrI;92309;-6.71514449507851
chrI;156016;2.47912206162149
chrI;54477;0.945913192841261
chrI;164674;0.276048100748645
chrI;59882;1.08364227754387
chrI;119981;-0.802890125365286
chrI;81546;0.20365312216781
chrI;181837;-3.35701346510316
chrI;104757;1.25834997661605
chrI;119496;0.246996126115023
chrI;173298;2.98025702745474
chrI;187461;2.41471211447431
chrI;210264;-6.66665591980576
chrI;129885;-1.65684783212013
chrI;209057;1.23377086043961
chrI;211161;-2.13756114755074
chrI;55952;2.29346456248847
chrI;23602;3.95715948836613
chrI;16232;0.0443587862551812
chrI;113901;-0.279069483912318
chrI;170232;1.01966374735431
chrI;144985;3.45945110571263
chrII;505197;-3.22487729101954
chrII;136174;-0.865520573693935
chrII;394073;-4.83404076414064
chrII;436262;-5.44581345152065
chrII;117039;1.07762215761736
chrII;15003;1.66151933239948
chrII;257951;1.19304010820248
chrII;551055;4.92460106606866
chrII;392948;8.2759290032701
chrII;287881;8.8781319221338
chrII;702091;6.53029425053035
chrII;526885;5.0293168273765
chrII;710589;7.44291518587331
chrII;44600;-0.929847113743969
chrII;135882;-5.75990887968717
chrII;657642;2.99330850448903
chrII;725205;-1.5094771735809
chrII;582249;2.09660748934827
chrII;84645;9.19994667883358
chrII;758613;5.44592186745868
chrII;214001;-2.13267863388876
chrII;269585;8.95879898444472
chrII;28863;-3.77656518187863
chrII;159068;5.98006090237709
chrII;276821;5.61201163823511
chrII;307284;-10.1120396104051
chrII;148374;2.50284012261221
chrII;14999;8.83404977966865
chrII;354937;-1.98123564037183
chrII;637140;4.6373920858977
chrII;527453;6.32498855699546
chrII;726783;1.05038915190596
chrII;48227;0.168415704892589
chrII;191389;-0.830541650688254
chrII;779456;6.36611140936096
chrII;345613;-1.76248814855096
chrII;718212;0.196251664374261
chrII;255905;-4.45187921083214
chrII;198730;-10.4153591499472
chrII;652471;1.70595373410842
chrII;59358;1.87654250942868
chrII;593492;6.67063467057528
chrII;49691;-4.9102014523874
chrII;76301;0.740601928788722
chrII;180797;-0.896608587235127
chrII;797183;2.24795428349599
chrII;325;-3.68730630849621
chrII;797226;-2.47188154894015
chrII;612073;11.3348057607996
chrII;571025;3.32599088054737
chrII;478385;1.47002753352943
chrII;488560;6.40628906771895
chrII;148384;11.1489216711052
chrII;756713;-5.56827815162072
chrII;651963;5.02128864015464
chrII;116122;0.778751775404397
chrII;804912;1.30728906988811
chrII;595900;0.620325373182324
chrII;451180;1.13742281275751
chrII;673372;-1.7293167249368
chrII;415214;0.991626923063286
chrII;434526;1.98662319850207
chrII;368643;0.604063994837824
chrII;640745;2.57011806508664
chrII;644679;1.08521588266159
chrII;535052;-0.691713019975468
chrII;563969;3.9418600663396
chrII;42812;3.75569926175791
chrII;622932;3.23692721166724
chrII;496779;-10.4619650287621
chrII;627521;-6.37482119483645
chrII;548319;-8.51175550468084
chrII;54115;5.1747662917772
chrII;523046;5.44644916507707
chrII;593460;-0.100930149328236
chrII;334206;-0.545892364989853
chrII;666833;7.83741629397944
chrII;644167;-6.18973148193037
chrII;218204;-1.91800095680364
chrII;660031;0.418338935229049
chrII;90117;-1.10729184688643
chrII;109312;-0.85550807428408
chrII;645475;6.51878536712753
chrII;162241;5.47301322344568
chrII;676499;-3.89244120499453
chrII;252790;3.6211553992784
chrII;287931;6.56901587855022
chrII;202700;5.76081978131892
chrII;342400;0.576012541125213
chrII;538557;-7.75569828377277
chrII;447864;9.25079599862376
chrII;528846;0.887633106871655
chrII;89341;0.371533723943806
chrII;627316;8.65038542317192
chrII;70017;5.92662339839082
chrII;696431;3.68629500707633
chrII;14286;5.57495733785281
chrII;106934;5.3136232982202
